Cys_Met_Meta_PP PF01053.20 MT_RS00180
PP-binding PF00550.25 MT_RS00185
SnoaL_2 PF12680.7 MT_RS00190
AMP-binding PF00501.28 MT_RS00195
MDMPI_N PF11716.8 MT_RS00200
Wyosine_form PF08608.12 MT_RS00200
DinB_2 PF12867.7 MT_RS00200
MFS_1 PF07690.16 MT_RS00205
DUF179 PF02622.15 MT_RS00210
Lpp-LpqN PF10738.9 MT_RS00220
tRNA-synt_1_2 PF13603.6 MT_RS00225
tRNA-synt_1 PF00133.22 MT_RS00225
tRNA-synt_1g PF09334.11 MT_RS00225
Anticodon_1 PF08264.13 MT_RS00225
MarR PF01047.22 MT_RS00230
MarR_2 PF12802.7 MT_RS00230
HTH_27 PF13463.6 MT_RS00230
GntR PF00392.21 MT_RS00235
Bac_luciferase PF00296.20 MT_RS00240
Abhydrolase_6 PF12697.7 MT_RS00245
Abhydrolase_1 PF00561.20 MT_RS00245
Inos-1-P_synth PF01658.17 MT_RS00250
PadR PF03551.14 MT_RS00255
DUF1707 PF08044.11 MT_RS00260
DUF5318 PF17249.2 MT_RS00265
Transgly PF00912.22 MT_RS00270
Transpeptidase PF00905.22 MT_RS00270
GT87 PF09594.10 MT_RS00275
DJ-1_PfpI PF01965.24 MT_RS00280
Ribosomal_S6 PF01250.17 MT_RS00285
SSB PF00436.25 MT_RS00290
Ribosomal_S18 PF01084.20 MT_RS00295
Ribosomal_L9_C PF03948.14 MT_RS00300
Ribosomal_L9_N PF01281.19 MT_RS00300
DnaB_C PF03796.15 MT_RS00310
DnaB PF00772.21 MT_RS00310
Intein_splicing PF14890.6 MT_RS00310
LAGLIDADG_3 PF14528.6 MT_RS00310
AAA_25 PF13481.6 MT_RS00310
DarT PF14487.6 MT_RS00315
Macro PF01661.21 MT_RS00320
Glyco_hydro_6 PF01341.17 MT_RS00335
FAD_binding_4 PF01565.23 MT_RS00340
BBE PF08031.12 MT_RS00340
UPF0182 PF03699.13 MT_RS00345
PIN PF01850.21 MT_RS00355
IDH PF03971.14 MT_RS00360
TetR_N PF00440.23 MT_RS00365
adh_short PF00106.25 MT_RS00370
adh_short_C2 PF13561.6 MT_RS00370
KR PF08659.10 MT_RS00370
SDH_alpha PF03313.15 MT_RS00375
SDH_beta PF03315.15 MT_RS00375
SHMT PF00464.19 MT_RS00380
Aminotran_1_2 PF00155.21 MT_RS00380
DegT_DnrJ_EryC1 PF01041.17 MT_RS00380
RVT_1 PF00078.27 MT_RS00385
ABC_tran PF00005.27 MT_RS00395
cNMP_binding PF00027.29 MT_RS00395
Amidohydro_1 PF01979.20 MT_RS00400
Amidohydro_3 PF07969.11 MT_RS00400
Aminotran_1_2 PF00155.21 MT_RS00405
Abhydrolase_1 PF00561.20 MT_RS00415
Abhydrolase_6 PF12697.7 MT_RS00415
TetR_N PF00440.23 MT_RS00420
AbiEii PF08843.11 MT_RS00425
Ribosom_S30AE_C PF16321.5 MT_RS00435
Pyridox_ox_2 PF12900.7 MT_RS00440
HTH_20 PF12840.7 MT_RS00445
HTH_5 PF01022.20 MT_RS00445
Oxidored_q6 PF01058.22 MT_RS00450
Proton_antipo_M PF00361.20 MT_RS00455
NADHdh PF00146.21 MT_RS00460
Proton_antipo_M PF00361.20 MT_RS00470
Complex1_49kDa PF00346.19 MT_RS00475
Complex1_30kDa PF00329.19 MT_RS00475
NiFeSe_Hases PF00374.19 MT_RS00475
Polyketide_cyc2 PF10604.9 MT_RS00480
Methyltransf_11 PF08241.12 MT_RS00485
Methyltransf_25 PF13649.6 MT_RS00485
Methyltransf_12 PF08242.12 MT_RS00485
Methyltransf_31 PF13847.6 MT_RS00485
Methyltransf_23 PF13489.6 MT_RS00485
MTS PF05175.14 MT_RS00485
NodS PF05401.11 MT_RS00485
Ubie_methyltran PF01209.18 MT_RS00485
RrnaAD PF00398.20 MT_RS00485
Methyltransf_2 PF00891.18 MT_RS00485
Methyltransf_9 PF08003.11 MT_RS00485
PrmA PF06325.13 MT_RS00485
DUF2127 PF09900.9 MT_RS00490
PNP_UDP_1 PF01048.20 MT_RS00495
Hydrolase PF00702.26 MT_RS00500
E1-E2_ATPase PF00122.20 MT_RS00500
HMA PF00403.26 MT_RS00500
zf-HC2 PF13490.6 MT_RS00505
DUF222 PF02720.17 MT_RS00510
DUF222 PF02720.17 MT_RS20665
PPE PF00823.19 MT_RS00520
TauD PF02668.16 MT_RS00525
FcoT PF10862.8 MT_RS00530
AMP-binding PF00501.28 MT_RS00535
AMP-binding_C PF13193.6 MT_RS00535
PP-binding PF00550.25 MT_RS00540
AMP-binding PF00501.28 MT_RS00545
AMP-binding PF00501.28 MT_RS00545
Condensation PF00668.20 MT_RS00545
NAD_binding_4 PF07993.12 MT_RS00545
PP-binding PF00550.25 MT_RS00545
PP-binding PF00550.25 MT_RS00545
AMP-binding_C PF13193.6 MT_RS00545
Epimerase PF01370.21 MT_RS00545
Caa3_CtaG PF09678.10 MT_RS00550
CopD PF05425.13 MT_RS00550
Hydrolase PF00702.26 MT_RS00555
E1-E2_ATPase PF00122.20 MT_RS00555
HMA PF00403.26 MT_RS00555
cNMP_binding PF00027.29 MT_RS00560
Ribosomal_L28 PF00830.19 MT_RS00565
CobW_C PF07683.14 MT_RS00570
cobW PF02492.19 MT_RS00570
E1-E2_ATPase PF00122.20 MT_RS00575
Hydrolase PF00702.26 MT_RS00575
Cation_ATPase_C PF00689.21 MT_RS00575
Cation_ATPase PF13246.6 MT_RS00575
PE PF00934.20 MT_RS00585
Rhomboid PF01694.22 MT_RS00590
Acyl_transf_3 PF01757.22 MT_RS00595
GDP_Man_Dehyd PF16363.5 MT_RS00600
Epimerase PF01370.21 MT_RS00600
RmlD_sub_bind PF04321.17 MT_RS00600
Polysacc_synt_2 PF02719.15 MT_RS00600
SIS_2 PF13580.6 MT_RS00605
SIS PF01380.22 MT_RS00605
GHMP_kinases_N PF00288.26 MT_RS00615
GHMP_kinases_C PF08544.13 MT_RS00615
Big_10 PF17964.1 MT_RS00625
YkuD PF03734.14 MT_RS00625
LysR_substrate PF03466.20 MT_RS00630
HTH_1 PF00126.27 MT_RS00630
TPP_enzyme_N PF02776.18 MT_RS00635
TPP_enzyme_M PF00205.22 MT_RS00635
TPP_enzyme_C PF02775.21 MT_RS00635
AMP-binding PF00501.28 MT_RS00640
AMP-binding_C PF13193.6 MT_RS00640
EFG_IV PF03764.18 MT_RS00645
GTP_EFTU PF00009.27 MT_RS00645
EFG_C PF00679.24 MT_RS00645
EFG_II PF14492.6 MT_RS00645
GTP_EFTU_D2 PF03144.25 MT_RS00645
MMR_HSR1 PF01926.23 MT_RS00645
Putative_PNPOx PF01243.20 MT_RS00650
PE PF00934.20 MT_RS00665
Trypsin_2 PF13365.6 MT_RS00670
PDZ_2 PF13180.6 MT_RS00670
Trypsin PF00089.26 MT_RS00670
PDZ_6 PF17820.1 MT_RS00670
PDZ PF00595.24 MT_RS00670
Alpha-amylase PF00128.24 MT_RS00675
Malt_amylase_C PF16657.5 MT_RS00675
DUF3459 PF11941.8 MT_RS00675
Mak_N_cap PF18085.1 MT_RS00680
DUF1275 PF06912.11 MT_RS00685
Esterase PF00756.20 MT_RS00690
MaoC_dehydratas PF01575.19 MT_RS00695
MaoC_dehydrat_N PF13452.6 MT_RS00695
Acyl-CoA_dh_1 PF00441.24 MT_RS00700
Acyl-CoA_dh_M PF02770.19 MT_RS00700
Acyl-CoA_dh_N PF02771.16 MT_RS00700
Acyl-CoA_dh_2 PF08028.11 MT_RS00700
Bac_luciferase PF00296.20 MT_RS00705
Acetyltransf_1 PF00583.25 MT_RS00710
Abhydrolase_1 PF00561.20 MT_RS00715
Abhydrolase_6 PF12697.7 MT_RS00715
Hydrolase_4 PF12146.8 MT_RS00715
TetR_N PF00440.23 MT_RS00720
p450 PF00067.22 MT_RS00725
PMSR PF01625.21 MT_RS00730
SnoaL_2 PF12680.7 MT_RS00735
Epimerase PF01370.21 MT_RS00740
3Beta_HSD PF01073.19 MT_RS00740
NAD_binding_10 PF13460.6 MT_RS00740
GDP_Man_Dehyd PF16363.5 MT_RS00740
NAD_binding_4 PF07993.12 MT_RS00740
NmrA PF05368.13 MT_RS00740
NTP_transf_9 PF04248.12 MT_RS00745
SnoaL_2 PF12680.7 MT_RS00750
Voltage_CLC PF00654.20 MT_RS00760
TetR_N PF00440.23 MT_RS00765
LCM PF04072.14 MT_RS00770
LCM PF04072.14 MT_RS00775
Aldedh PF00171.22 MT_RS00780
adh_short PF00106.25 MT_RS00785
adh_short_C2 PF13561.6 MT_RS00785
KR PF08659.10 MT_RS00785
ADH_zinc_N PF00107.26 MT_RS00790
ADH_zinc_N_2 PF13602.6 MT_RS00790
ADH_N PF08240.12 MT_RS00790
PE-PPE PF08237.11 MT_RS00800
PE PF00934.20 MT_RS00800
PE-PPE PF08237.11 MT_RS00805
PE PF00934.20 MT_RS20675
Y_phosphatase3 PF13350.6 MT_RS00815
Acyl-CoA_dh_1 PF00441.24 MT_RS00820
Acyl-CoA_dh_2 PF08028.11 MT_RS00820
Acyl-CoA_dh_M PF02770.19 MT_RS00820
Acyl-CoA_dh_N PF02771.16 MT_RS00820
DUF1348 PF07080.11 MT_RS20680
AlaDh_PNT_C PF01262.21 MT_RS00830
AlaDh_PNT_N PF05222.15 MT_RS00830
PNTB_4TM PF12769.7 MT_RS00835
PNTB PF02233.16 MT_RS00840
TetR_C_24 PF17932.1 MT_RS00850
TetR_N PF00440.23 MT_RS00850
TetR_C_5 PF08360.11 MT_RS00850
PE-PPE PF08237.11 MT_RS00855
PE PF00934.20 MT_RS00855
PE-PPE PF08237.11 MT_RS00860
PE PF00934.20 MT_RS00860
FAD_binding_4 PF01565.23 MT_RS00865
FAD-oxidase_C PF02913.19 MT_RS00865
ADH_N PF08240.12 MT_RS00870
ADH_zinc_N PF00107.26 MT_RS00870
ADH_zinc_N_2 PF13602.6 MT_RS00870
4HBT PF03061.22 MT_RS00875
4HBT_2 PF13279.6 MT_RS00875
Polyketide_cyc PF03364.20 MT_RS00880
Polyketide_cyc2 PF10604.9 MT_RS00880
FCD PF07729.12 MT_RS00885
GntR PF00392.21 MT_RS00885
AMP-binding PF00501.28 MT_RS00890
AMP-binding_C PF13193.6 MT_RS00890
MlaE PF02405.16 MT_RS00895
MlaE PF02405.16 MT_RS00900
Mce4_CUP1 PF11887.8 MT_RS00905
MlaD PF02470.20 MT_RS00905
MlaD PF02470.20 MT_RS00910
MlaD PF02470.20 MT_RS00915
MlaD PF02470.20 MT_RS00920
Mce4_CUP1 PF11887.8 MT_RS00920
MlaD PF02470.20 MT_RS00925
MlaD PF02470.20 MT_RS00930
RDD PF06271.12 MT_RS00940
NAGPA PF09992.9 MT_RS00955
DUF3533 PF12051.8 MT_RS00960
ABC2_membrane_3 PF12698.7 MT_RS00960
Pirin PF02678.16 MT_RS00965
Pirin_C_2 PF17954.1 MT_RS00965
Sigma70_r2 PF04542.14 MT_RS00970
Sigma70_r4_2 PF08281.12 MT_RS00970
SnoaL_2 PF12680.7 MT_RS00970
Sigma70_r4 PF04545.16 MT_RS00970
SnoaL_4 PF13577.6 MT_RS00970
Hydrolase_4 PF12146.8 MT_RS00975
Abhydrolase_6 PF12697.7 MT_RS00975
Abhydrolase_1 PF00561.20 MT_RS00975
DUF2786 PF10979.8 MT_RS00980
Glyco_hydro_3_C PF01915.22 MT_RS00990
Glyco_hydro_3 PF00933.21 MT_RS00990
Fn3-like PF14310.6 MT_RS00990
Methyltransf_3 PF01596.17 MT_RS01000
Methyltransf_24 PF13578.6 MT_RS01000
Methyltransf_31 PF13847.6 MT_RS01000
PCMT PF01135.19 MT_RS01000
Methyltransf_25 PF13649.6 MT_RS01000
SPW PF03779.14 MT_RS01005
SPW PF03779.14 MT_RS01005
ILVD_EDD PF00920.21 MT_RS01010
Trns_repr_metal PF02583.17 MT_RS01015
MFS_1 PF07690.16 MT_RS01020
MFS_1 PF07690.16 MT_RS01020
Big_10 PF17964.1 MT_RS01025
YkuD PF03734.14 MT_RS01025
ABC_membrane PF00664.23 MT_RS01035
ABC_membrane PF00664.23 MT_RS01035
ABC_tran PF00005.27 MT_RS01035
ABC_tran PF00005.27 MT_RS01035
GerE PF00196.19 MT_RS01040
TetR_N PF00440.23 MT_RS01045
Molybdopterin PF00384.22 MT_RS01050
Molydop_binding PF01568.21 MT_RS01050
Molybdop_Fe4S4 PF04879.16 MT_RS01050
Peptidase_M13_N PF05649.13 MT_RS01055
Peptidase_M13 PF01431.21 MT_RS01055
MMPL PF03176.15 MT_RS01075
MMPL PF03176.15 MT_RS01075
MHB PF16525.5 MT_RS01080
LPG_synthase_TM PF03706.13 MT_RS01085
AI-2E_transport PF01594.16 MT_RS01090
MMPL PF03176.15 MT_RS01095
MMPL PF03176.15 MT_RS01095
NYN PF01936.18 MT_RS01100
Methyltransf_4 PF02390.17 MT_RS01105
PEPCK_GTP PF00821.18 MT_RS01120
PEPCK_N PF17297.2 MT_RS01120
AAA_28 PF13521.6 MT_RS01125
B12-binding PF02310.19 MT_RS01130
Radical_SAM PF04055.21 MT_RS01130
AMP-binding PF00501.28 MT_RS01135
AMP-binding_C PF13193.6 MT_RS01135
Acyl-CoA_dh_1 PF00441.24 MT_RS01140
Acyl-CoA_dh_N PF02771.16 MT_RS01140
Acyl-CoA_dh_M PF02770.19 MT_RS01140
Acyl-CoA_dh_2 PF08028.11 MT_RS01140
Abhydrolase_3 PF07859.13 MT_RS01150
COesterase PF00135.28 MT_RS01150
AXE1 PF05448.12 MT_RS01150
Oxidored_molyb PF00174.19 MT_RS01155
Abhydrolase_3 PF07859.13 MT_RS01165
Peptidase_S9 PF00326.21 MT_RS01165
COesterase PF00135.28 MT_RS01165
WES_acyltransf PF03007.16 MT_RS01170
DUF1298 PF06974.13 MT_RS01170
ECH_1 PF00378.20 MT_RS01175
ECH_2 PF16113.5 MT_RS01175
Aldedh PF00171.22 MT_RS01180
Methyltransf_11 PF08241.12 MT_RS01185
Methyltransf_25 PF13649.6 MT_RS01185
Methyltransf_23 PF13489.6 MT_RS01185
Glycos_transf_1 PF00534.20 MT_RS01190
Glyco_trans_1_4 PF13692.6 MT_RS01190
Glyco_transf_4 PF13439.6 MT_RS01190
Glyco_trans_4_4 PF13579.6 MT_RS01190
Glyco_trans_1_2 PF13524.6 MT_RS01190
PorA PF11271.8 MT_RS01200
Acyl_transf_3 PF01757.22 MT_RS01205
PIN PF01850.21 MT_RS01210
PTE PF02126.18 MT_RS01220
Acyl-CoA_dh_1 PF00441.24 MT_RS01225
TetR_N PF00440.23 MT_RS01230
Ribonuc_red_sm PF00268.21 MT_RS01235
Aldedh PF00171.22 MT_RS01240
LMF1 PF06762.14 MT_RS01245
LMF1 PF06762.14 MT_RS01245
DUF3367 PF11847.8 MT_RS01250
DUF2613 PF11021.8 MT_RS01255
Glyco_hydro_3 PF00933.21 MT_RS01260
TetR_N PF00440.23 MT_RS01265
TetR_C_24 PF17932.1 MT_RS01265
PIN PF01850.21 MT_RS01275
MaoC_dehydratas PF01575.19 MT_RS01280
adh_short_C2 PF13561.6 MT_RS01285
adh_short PF00106.25 MT_RS01285
KR PF08659.10 MT_RS01285
Thiolase_N PF00108.23 MT_RS01290
Thiolase_C PF02803.18 MT_RS01290
Acyl-CoA_dh_C PF12806.7 MT_RS01295
Acyl-CoA_dh_M PF02770.19 MT_RS01295
Acyl-CoA_dh_1 PF00441.24 MT_RS01295
AcylCoA_DH_N PF12418.8 MT_RS01295
Flavin_Reduct PF01613.18 MT_RS01300
Fer2_3 PF13085.6 MT_RS01310
Fer4_8 PF13183.6 MT_RS01310
Fer2 PF00111.27 MT_RS01310
FAD_binding_2 PF00890.24 MT_RS01315
Succ_DH_flav_C PF02910.20 MT_RS01315
HSP20 PF00011.21 MT_RS01330
ArsA_HSP20 PF17886.1 MT_RS01330
Pyr_redox_2 PF07992.14 MT_RS01335
NIR_SIR PF01077.22 MT_RS01335
Pyr_redox PF00070.27 MT_RS01335
Fer2_BFD PF04324.15 MT_RS01335
Rubredoxin_C PF18267.1 MT_RS01335
NIR_SIR_ferr PF03460.17 MT_RS01335
Rieske_2 PF13806.6 MT_RS01340
CobU PF02283.16 MT_RS01345
GATase_3 PF07685.14 MT_RS01350
CbiA PF01656.23 MT_RS01350
AAA_26 PF13500.6 MT_RS01350
PPE PF00823.19 MT_RS01355
TetR_C_16 PF17920.1 MT_RS01365
CbiX PF01903.17 MT_RS01370
CbiX PF01903.17 MT_RS01370
HEM4 PF02602.15 MT_RS01375
Trans_reg_C PF00486.28 MT_RS01375
MFS_1 PF07690.16 MT_RS01380
Acetyltransf_9 PF13527.7 MT_RS01385
Acetyltransf_1 PF00583.25 MT_RS01385
CT_A_B PF02626.15 MT_RS01390
CT_C_D PF02682.16 MT_RS01395
Peripla_BP_2 PF01497.18 MT_RS01400
Hydantoinase_A PF01968.18 MT_RS01405
Hydantoinase_B PF02538.14 MT_RS01405
Hydant_A_N PF05378.13 MT_RS01405
MFS_1 PF07690.16 MT_RS01410
PhdYeFM_antitox PF02604.19 MT_RS01415
AMP-binding PF00501.28 MT_RS01425
AMP-binding_C PF13193.6 MT_RS01425
Acyl-CoA_dh_1 PF00441.24 MT_RS01430
Acyl-CoA_dh_1 PF00441.24 MT_RS01430
Acyl-CoA_dh_N PF02771.16 MT_RS01430
Acyl-CoA_dh_N PF02771.16 MT_RS01430
Acyl-CoA_dh_M PF02770.19 MT_RS01430
Acyl-CoA_dh_2 PF08028.11 MT_RS01430
TetR_N PF00440.23 MT_RS01440
Glyoxalase PF00903.25 MT_RS01445
TetR_N PF00440.23 MT_RS01450
DUF2236 PF09995.9 MT_RS01455
PIN PF01850.21 MT_RS01460
PE PF00934.20 MT_RS01470
PE PF00934.20 MT_RS01475
PPE PF00823.19 MT_RS01480
LCM PF04072.14 MT_RS01485
AAA PF00004.29 MT_RS01490
AAA_lid_6 PF17866.1 MT_RS01490
Mg_chelatase PF01078.21 MT_RS01490
RuvB_N PF05496.12 MT_RS01490
T7SS_ESX1_EccB PF05108.13 MT_RS01495
FtsK_SpoIIIE PF01580.18 MT_RS01500
FtsK_SpoIIIE PF01580.18 MT_RS01500
PE PF00934.20 MT_RS01505
PPE PF00823.19 MT_RS01510
WXG100 PF06013.12 MT_RS01515
WXG100 PF06013.12 MT_RS01520
ESX-1_EspG PF14011.6 MT_RS01525
YukD PF08817.10 MT_RS01530
Peptidase_S8 PF00082.22 MT_RS01535
EccE PF11203.8 MT_RS01540
Abhydrolase_1 PF00561.20 MT_RS01545
Methyltransf_23 PF13489.6 MT_RS01550
Methyltransf_25 PF13649.6 MT_RS01550
Methyltransf_11 PF08241.12 MT_RS01550
Methyltransf_31 PF13847.6 MT_RS01550
Methyltransf_12 PF08242.12 MT_RS01550
MTS PF05175.14 MT_RS01550
Sulphotransf PF09037.10 MT_RS01555
Sulfatase PF00884.23 MT_RS01560
Phosphodiest PF01663.22 MT_RS01560
PE PF00934.20 MT_RS01565
RHH_1 PF01402.21 MT_RS01570
RHH_1 PF01402.21 MT_RS01580
PIN PF01850.21 MT_RS01585
TetR_N PF00440.23 MT_RS01590
TetR_C_6 PF13977.6 MT_RS01590
adh_short PF00106.25 MT_RS01595
adh_short_C2 PF13561.6 MT_RS01595
KR PF08659.10 MT_RS01595
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
Pentapeptide_2 PF01469.18 MT_RS01600
PPE PF00823.19 MT_RS01600
Nitroreductase PF00881.24 MT_RS01605
PAP2 PF01569.21 MT_RS01615
SnoaL_4 PF13577.6 MT_RS01625
HSP70 PF00012.20 MT_RS01635
Glyco_hydro_16 PF00722.21 MT_RS01650
MIase PF02426.16 MT_RS01655
MIase PF02426.16 MT_RS01655
GDPD PF03009.17 MT_RS01660
Zip PF02535.22 MT_RS01670
Peptidase_C15 PF01470.17 MT_RS01675
DCD PF06559.11 MT_RS01685
DCD PF06559.11 MT_RS01685
dUTPase PF00692.19 MT_RS01685
UDPG_MGDP_dh_N PF03721.14 MT_RS01690
UDPG_MGDP_dh PF00984.19 MT_RS01690
UDPG_MGDP_dh_C PF03720.15 MT_RS01690
PIG-L PF02585.17 MT_RS01695
Rhodanese PF00581.20 MT_RS01700
HTH_20 PF12840.7 MT_RS01700
HTH_5 PF01022.20 MT_RS01700
HTH_IclR PF09339.10 MT_RS01700
Methyltransf_25 PF13649.6 MT_RS01710
Methyltransf_11 PF08241.12 MT_RS01710
p450 PF00067.22 MT_RS01715
TetR_N PF00440.23 MT_RS01720
TetR_C_6 PF13977.6 MT_RS01720
Methyltransf_11 PF08241.12 MT_RS01725
Methyltransf_25 PF13649.6 MT_RS01725
Methyltransf_23 PF13489.6 MT_RS01725
Methyltransf_31 PF13847.6 MT_RS01725
Ubie_methyltran PF01209.18 MT_RS01725
TetR_N PF00440.23 MT_RS01730
Pyr_redox_2 PF07992.14 MT_RS01735
MDMPI_N PF11716.8 MT_RS01740
MDMPI_C PF07398.11 MT_RS01740
SnoaL_2 PF12680.7 MT_RS01745
NTP_transferase PF00483.23 MT_RS01750
NTP_transf_3 PF12804.7 MT_RS01750
PE PF00934.20 MT_RS20705
DUF222 PF02720.17 MT_RS01760
Aminotran_1_2 PF00155.21 MT_RS01765
DegT_DnrJ_EryC1 PF01041.17 MT_RS01765
CCG PF02754.16 MT_RS01770
CCG PF02754.16 MT_RS01770
Fer4_8 PF13183.6 MT_RS01770
Fer4_10 PF13237.6 MT_RS01770
Fer4_9 PF13187.6 MT_RS01770
GerE PF00196.19 MT_RS01775
Dynamin_N PF00350.23 MT_RS01790
MMR_HSR1 PF01926.23 MT_RS01790
Dynamin_N PF00350.23 MT_RS01795
MMR_HSR1 PF01926.23 MT_RS01795
NTP_transf_3 PF12804.7 MT_RS01805
AA_permease PF00324.21 MT_RS01810
AA_permease_2 PF13520.6 MT_RS01810
HSP70 PF00012.20 MT_RS01830
HSP70 PF00012.20 MT_RS01830
MreB_Mbl PF06723.13 MT_RS01830
GrpE PF01025.19 MT_RS01835
DnaJ_C PF01556.18 MT_RS01840
DnaJ PF00226.31 MT_RS01840
DnaJ_CXXCXGXG PF00684.19 MT_RS01840
MerR_1 PF13411.6 MT_RS01845
MerR PF00376.23 MT_RS01845
MerR_2 PF13591.6 MT_RS01845
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
Pentapeptide_2 PF01469.18 MT_RS01850
